time,temperature_2m,precipitation_probability
2026-04-26T19:00,71.9,0
2026-04-26T20:00,69.5,0
2026-04-26T21:00,68.1,0
2026-04-26T22:00,67.2,0
2026-04-26T23:00,66.3,0
2026-04-27T00:00,64.9,0
2026-04-27T01:00,64.0,0
2026-04-27T02:00,63.6,0
2026-04-27T03:00,63.2,0
2026-04-27T04:00,62.7,0
2026-04-27T05:00,62.2,0
2026-04-27T06:00,62.3,0
2026-04-27T07:00,62.8,0
2026-04-27T08:00,63.8,0
2026-04-27T09:00,65.3,0
2026-04-27T10:00,67.3,0
2026-04-27T11:00,69.5,0
2026-04-27T12:00,72.2,0
2026-04-27T13:00,75.1,0
2026-04-27T14:00,77.6,0
2026-04-27T15:00,79.8,0
2026-04-27T16:00,81.6,0
2026-04-27T17:00,82.3,0
2026-04-27T18:00,81.4,0
2026-04-27T19:00,79.4,0
2026-04-27T20:00,77.3,0
2026-04-27T21:00,75.3,0
2026-04-27T22:00,73.3,0
2026-04-27T23:00,71.7,0
2026-04-28T00:00,70.8,0
2026-04-28T01:00,70.4,0
2026-04-28T02:00,70.1,0
2026-04-28T03:00,69.7,0
2026-04-28T04:00,69.5,0
2026-04-28T05:00,69.4,0
2026-04-28T06:00,69.5,1
2026-04-28T07:00,69.9,1
2026-04-28T08:00,70.4,1
2026-04-28T09:00,71.5,1
2026-04-28T10:00,72.9,1
2026-04-28T11:00,73.1,1
2026-04-28T12:00,71.5,6
2026-04-28T13:00,68.9,6
2026-04-28T14:00,67.0,6
2026-04-28T15:00,66.8,6
2026-04-28T16:00,67.2,6
2026-04-28T17:00,67.4,6
2026-04-28T18:00,66.9,9
2026-04-28T19:00,66.2,9
2026-04-28T20:00,65.8,9
2026-04-28T21:00,65.7,9
2026-04-28T22:00,65.8,9
2026-04-28T23:00,65.8,9
