time,temperature_2m,precipitation_probability
2026-04-25T01:00,53.3,24
2026-04-25T02:00,52.0,24
2026-04-25T03:00,51.3,36
2026-04-25T04:00,50.4,36
2026-04-25T05:00,48.9,36
2026-04-25T06:00,48.8,36
2026-04-25T07:00,47.9,36
2026-04-25T08:00,47.7,36
2026-04-25T09:00,47.9,59
2026-04-25T10:00,47.9,59
2026-04-25T11:00,47.9,59
2026-04-25T12:00,47.7,59
2026-04-25T13:00,47.7,59
2026-04-25T14:00,47.7,59
2026-04-25T15:00,48.0,62
2026-04-25T16:00,48.0,62
2026-04-25T17:00,47.7,62
2026-04-25T18:00,47.9,62
2026-04-25T19:00,47.7,62
2026-04-25T20:00,47.5,62
2026-04-25T21:00,47.3,65
2026-04-25T22:00,47.0,65
2026-04-25T23:00,47.0,65
2026-04-26T00:00,46.6,65
2026-04-26T01:00,46.8,65
2026-04-26T02:00,47.0,65
2026-04-26T03:00,47.0,45
2026-04-26T04:00,47.1,45
2026-04-26T05:00,47.3,45
2026-04-26T06:00,47.3,45
2026-04-26T07:00,47.9,45
2026-04-26T08:00,48.6,45
2026-04-26T09:00,50.0,29
2026-04-26T10:00,54.2,29
2026-04-26T11:00,58.3,29
2026-04-26T12:00,61.9,29
2026-04-26T13:00,63.3,29
2026-04-26T14:00,64.1,29
2026-04-26T15:00,63.3,14
2026-04-26T16:00,62.8,14
2026-04-26T17:00,64.2,14
2026-04-26T18:00,64.1,14
2026-04-26T19:00,63.0,14
2026-04-26T20:00,59.7,14
2026-04-26T21:00,57.9,10
2026-04-26T22:00,55.8,10
2026-04-26T23:00,54.3,10
2026-04-27T00:00,53.1,10
2026-04-27T01:00,52.0,10
2026-04-27T02:00,51.5,10
2026-04-27T03:00,50.9,10
2026-04-27T04:00,50.4,10
2026-04-27T05:00,49.8,10
2026-04-27T06:00,49.3,10
2026-04-27T07:00,50.2,10
2026-04-27T08:00,52.9,10
2026-04-27T09:00,55.0,11
2026-04-27T10:00,57.4,11
2026-04-27T11:00,59.4,11
2026-04-27T12:00,60.9,11
2026-04-27T13:00,62.0,11
2026-04-27T14:00,62.3,11
2026-04-27T15:00,61.4,10
2026-04-27T16:00,59.6,10
2026-04-27T17:00,57.9,10
2026-04-27T18:00,56.4,10
2026-04-27T19:00,54.8,10
2026-04-27T20:00,53.4,10
2026-04-27T21:00,52.4,18
2026-04-27T22:00,51.8,18
2026-04-27T23:00,51.3,18
2026-04-28T00:00,50.9,18
2026-04-28T01:00,50.7,18
2026-04-28T02:00,50.6,18
2026-04-28T03:00,50.1,33
2026-04-28T04:00,49.7,33
2026-04-28T05:00,49.8,33
2026-04-28T06:00,51.0,33
2026-04-28T07:00,52.8,33
2026-04-28T08:00,54.2,33
2026-04-28T09:00,54.7,53
2026-04-28T10:00,54.9,53
2026-04-28T11:00,54.9,53
2026-04-28T12:00,54.9,53
2026-04-28T13:00,54.7,53
2026-04-28T14:00,54.7,53
2026-04-28T15:00,54.9,58
2026-04-28T16:00,55.1,58
2026-04-28T17:00,55.4,58
2026-04-28T18:00,55.7,58
2026-04-28T19:00,55.9,58
2026-04-28T20:00,56.0,58
2026-04-28T21:00,55.9,50
2026-04-28T22:00,55.6,50
2026-04-28T23:00,55.4,50
