time,weather_code,temperature_2m_max,temperature_2m_min,precipitation_sum
2026-04-22,3,86.7,68.5,0.0
2026-04-23,3,85.5,58.0,0.0
2026-04-24,3,88.8,56.8,0.0
2026-04-25,3,82.3,70.1,0.0
2026-04-26,3,77.1,61.4,0.0
2026-04-27,3,81.6,64.3,0.0
2026-04-28,3,79.4,71.5,0.0
